48	,	0.083	0.083	0.083	0.083	0.083	0.000	0.083	0.083	0.083	0.083	0.083	0.083	0.083	;
50	,	0.083	0.083	0.000	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	;
52	,	0.083	0.083	0.083	0.083	0.083	0.000	0.083	0.083	0.083	0.083	0.083	0.083	0.083	;
54	,	0.083	0.083	0.083	0.083	0.083	0.004	0.083	0.083	0.083	0.083	0.083	0.083	0.079	;
56	,	0.083	0.083	0.083	0.083	0.083	0.008	0.083	0.083	0.083	0.083	0.083	0.083	0.075	;
58	,	0.083	0.083	0.083	0.083	0.083	0.008	0.083	0.083	0.083	0.083	0.083	0.083	0.075	;
60	,	0.083	0.083	0.083	0.083	0.083	0.008	0.083	0.083	0.083	0.083	0.083	0.083	0.075	;
62	,	0.083	0.083	0.083	0.083	0.083	0.008	0.083	0.083	0.083	0.083	0.083	0.083	0.075	;
64	,	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.000	0.083	0.083	;
66	,	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.004	0.083	0.079	;
68	,	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.008	0.083	0.075	;
70	,	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.008	0.083	0.075	;
72	,	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.079	0.083	0.004	;
74	,	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.000	;
76	,	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.000	;
78	,	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.000	;
80	,	0.083	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.076	;
